InvoiceId,CustomerId,InvoiceDate,BillingAddress,BillingCity,BillingState,BillingCountry,BillingPostalCode,Total,TrackId,UnitPrice,Quantity
1,2,2009-01-01 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,1.98,2,0.99,1
1,2,2009-01-01 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,1.98,4,0.99,1
2,4,2009-01-02 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,3.96,6,0.99,1
2,4,2009-01-02 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,3.96,8,0.99,1
2,4,2009-01-02 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,3.96,10,0.99,1
2,4,2009-01-02 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,3.96,12,0.99,1
3,8,2009-01-03 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,5.94,16,0.99,1
3,8,2009-01-03 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,5.94,20,0.99,1
3,8,2009-01-03 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,5.94,24,0.99,1
3,8,2009-01-03 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,5.94,28,0.99,1
3,8,2009-01-03 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,5.94,32,0.99,1
3,8,2009-01-03 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,5.94,36,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,42,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,48,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,54,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,60,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,66,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,72,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,78,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,84,0.99,1
4,14,2009-01-06 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,8.91,90,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,99,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,108,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,117,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,126,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,135,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,144,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,153,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,162,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,171,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,180,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,189,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,198,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,207,0.99,1
5,23,2009-01-11 00:00:00,69 Salem Street,Boston,MA,USA,2113,13.86,216,0.99,1
6,37,2009-01-19 00:00:00,Berger Straße 10,Frankfurt,,Germany,60316,0.99,230,0.99,1
7,38,2009-02-01 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,1.98,231,0.99,1
7,38,2009-02-01 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,1.98,232,0.99,1
8,40,2009-02-01 00:00:00,"8, Rue Hanovre",Paris,,France,75002,1.98,234,0.99,1
8,40,2009-02-01 00:00:00,"8, Rue Hanovre",Paris,,France,75002,1.98,236,0.99,1
9,42,2009-02-02 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,3.96,238,0.99,1
9,42,2009-02-02 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,3.96,240,0.99,1
9,42,2009-02-02 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,3.96,242,0.99,1
9,42,2009-02-02 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,3.96,244,0.99,1
10,46,2009-02-03 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,5.94,248,0.99,1
10,46,2009-02-03 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,5.94,252,0.99,1
10,46,2009-02-03 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,5.94,256,0.99,1
10,46,2009-02-03 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,5.94,260,0.99,1
10,46,2009-02-03 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,5.94,264,0.99,1
10,46,2009-02-03 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,5.94,268,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,274,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,280,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,286,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,292,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,298,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,304,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,310,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,316,0.99,1
11,52,2009-02-06 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,8.91,322,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,331,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,340,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,349,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,358,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,367,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,376,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,385,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,394,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,403,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,412,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,421,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,430,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,439,0.99,1
12,2,2009-02-11 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,13.86,448,0.99,1
13,16,2009-02-19 00:00:00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,0.99,462,0.99,1
14,17,2009-03-04 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,1.98,463,0.99,1
14,17,2009-03-04 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,1.98,464,0.99,1
15,19,2009-03-04 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,1.98,466,0.99,1
15,19,2009-03-04 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,1.98,468,0.99,1
16,21,2009-03-05 00:00:00,801 W 4th Street,Reno,NV,USA,89503,3.96,470,0.99,1
16,21,2009-03-05 00:00:00,801 W 4th Street,Reno,NV,USA,89503,3.96,472,0.99,1
16,21,2009-03-05 00:00:00,801 W 4th Street,Reno,NV,USA,89503,3.96,474,0.99,1
16,21,2009-03-05 00:00:00,801 W 4th Street,Reno,NV,USA,89503,3.96,476,0.99,1
17,25,2009-03-06 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,5.94,480,0.99,1
17,25,2009-03-06 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,5.94,484,0.99,1
17,25,2009-03-06 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,5.94,488,0.99,1
17,25,2009-03-06 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,5.94,492,0.99,1
17,25,2009-03-06 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,5.94,496,0.99,1
17,25,2009-03-06 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,5.94,500,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,506,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,512,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,518,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,524,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,530,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,536,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,542,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,548,0.99,1
18,31,2009-03-09 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,8.91,554,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,563,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,572,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,581,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,590,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,599,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,608,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,617,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,626,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,635,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,644,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,653,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,662,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,671,0.99,1
19,40,2009-03-14 00:00:00,"8, Rue Hanovre",Paris,,France,75002,13.86,680,0.99,1
20,54,2009-03-22 00:00:00,110 Raeburn Pl,Edinburgh,,United Kingdom,EH4 1HH,0.99,694,0.99,1
21,55,2009-04-04 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,695,0.99,1
21,55,2009-04-04 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,1.98,696,0.99,1
22,57,2009-04-04 00:00:00,"Calle Lira, 198",Santiago,,Chile,,1.98,698,0.99,1
22,57,2009-04-04 00:00:00,"Calle Lira, 198",Santiago,,Chile,,1.98,700,0.99,1
23,59,2009-04-05 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,702,0.99,1
23,59,2009-04-05 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,704,0.99,1
23,59,2009-04-05 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,706,0.99,1
23,59,2009-04-05 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,3.96,708,0.99,1
24,4,2009-04-06 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,5.94,712,0.99,1
24,4,2009-04-06 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,5.94,716,0.99,1
24,4,2009-04-06 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,5.94,720,0.99,1
24,4,2009-04-06 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,5.94,724,0.99,1
24,4,2009-04-06 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,5.94,728,0.99,1
24,4,2009-04-06 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,5.94,732,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,738,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,744,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,750,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,756,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,762,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,768,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,774,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,780,0.99,1
25,10,2009-04-09 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,8.91,786,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,795,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,804,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,813,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,822,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,831,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,840,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,849,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,858,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,867,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,876,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,885,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,894,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,903,0.99,1
26,19,2009-04-14 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,13.86,912,0.99,1
27,33,2009-04-22 00:00:00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,0.99,926,0.99,1
28,34,2009-05-05 00:00:00,Rua da Assunção 53,Lisbon,,Portugal,,1.98,927,0.99,1
28,34,2009-05-05 00:00:00,Rua da Assunção 53,Lisbon,,Portugal,,1.98,928,0.99,1
29,36,2009-05-05 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,1.98,930,0.99,1
29,36,2009-05-05 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,1.98,932,0.99,1
30,38,2009-05-06 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,3.96,934,0.99,1
30,38,2009-05-06 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,3.96,936,0.99,1
30,38,2009-05-06 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,3.96,938,0.99,1
30,38,2009-05-06 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,3.96,940,0.99,1
31,42,2009-05-07 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,944,0.99,1
31,42,2009-05-07 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,948,0.99,1
31,42,2009-05-07 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,952,0.99,1
31,42,2009-05-07 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,956,0.99,1
31,42,2009-05-07 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,960,0.99,1
31,42,2009-05-07 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,5.94,964,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,970,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,976,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,982,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,988,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,994,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,1000,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,1006,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,1012,0.99,1
32,48,2009-05-10 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.91,1018,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1027,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1036,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1045,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1054,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1063,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1072,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1081,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1090,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1099,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1108,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1117,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1126,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1135,0.99,1
33,57,2009-05-15 00:00:00,"Calle Lira, 198",Santiago,,Chile,,13.86,1144,0.99,1
34,12,2009-05-23 00:00:00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,0.99,1158,0.99,1
35,13,2009-06-05 00:00:00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,1159,0.99,1
35,13,2009-06-05 00:00:00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,1.98,1160,0.99,1
36,15,2009-06-05 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98,1162,0.99,1
36,15,2009-06-05 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,1.98,1164,0.99,1
37,17,2009-06-06 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,1166,0.99,1
37,17,2009-06-06 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,1168,0.99,1
37,17,2009-06-06 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,1170,0.99,1
37,17,2009-06-06 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,3.96,1172,0.99,1
38,21,2009-06-07 00:00:00,801 W 4th Street,Reno,NV,USA,89503,5.94,1176,0.99,1
38,21,2009-06-07 00:00:00,801 W 4th Street,Reno,NV,USA,89503,5.94,1180,0.99,1
38,21,2009-06-07 00:00:00,801 W 4th Street,Reno,NV,USA,89503,5.94,1184,0.99,1
38,21,2009-06-07 00:00:00,801 W 4th Street,Reno,NV,USA,89503,5.94,1188,0.99,1
38,21,2009-06-07 00:00:00,801 W 4th Street,Reno,NV,USA,89503,5.94,1192,0.99,1
38,21,2009-06-07 00:00:00,801 W 4th Street,Reno,NV,USA,89503,5.94,1196,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1202,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1208,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1214,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1220,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1226,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1232,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1238,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1244,0.99,1
39,27,2009-06-10 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,8.91,1250,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1259,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1268,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1277,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1286,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1295,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1304,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1313,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1322,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1331,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1340,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1349,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1358,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1367,0.99,1
40,36,2009-06-15 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,13.86,1376,0.99,1
41,50,2009-06-23 00:00:00,C/ San Bernardo 85,Madrid,,Spain,28015,0.99,1390,0.99,1
42,51,2009-07-06 00:00:00,Celsiusg. 9,Stockholm,,Sweden,11230,1.98,1391,0.99,1
42,51,2009-07-06 00:00:00,Celsiusg. 9,Stockholm,,Sweden,11230,1.98,1392,0.99,1
43,53,2009-07-06 00:00:00,113 Lupus St,London,,United Kingdom,SW1V 3EN,1.98,1394,0.99,1
43,53,2009-07-06 00:00:00,113 Lupus St,London,,United Kingdom,SW1V 3EN,1.98,1396,0.99,1
44,55,2009-07-07 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,1398,0.99,1
44,55,2009-07-07 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,1400,0.99,1
44,55,2009-07-07 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,1402,0.99,1
44,55,2009-07-07 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,3.96,1404,0.99,1
45,59,2009-07-08 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,1408,0.99,1
45,59,2009-07-08 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,1412,0.99,1
45,59,2009-07-08 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,1416,0.99,1
45,59,2009-07-08 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,1420,0.99,1
45,59,2009-07-08 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,1424,0.99,1
45,59,2009-07-08 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,5.94,1428,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1434,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1440,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1446,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1452,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1458,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1464,0.99,1
46,6,2009-07-11 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,8.91,1470,0.99,1
